date,nav,meta_fund_house,meta_scheme_type,meta_scheme_category,meta_scheme_code,meta_scheme_name,meta_isin_growth,meta_isin_div_reinvestment
26-08-2015,44.70200,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
25-08-2015,44.67260,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
24-08-2015,44.52330,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
21-08-2015,46.81120,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
20-08-2015,46.92030,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
19-08-2015,47.19370,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
18-08-2015,47.10360,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
17-08-2015,47.13590,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
14-08-2015,47.03220,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
13-08-2015,46.88140,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
12-08-2015,46.83260,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
11-08-2015,47.17280,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
10-08-2015,47.23410,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
07-08-2015,47.28990,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
06-08-2015,47.27300,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
05-08-2015,47.41260,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
04-08-2015,47.45790,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
03-08-2015,47.29230,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
31-07-2015,47.26480,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
30-07-2015,46.97490,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
29-07-2015,46.95880,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
28-07-2015,46.74180,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
27-07-2015,46.66490,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
24-07-2015,46.87830,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
23-07-2015,46.96920,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
22-07-2015,46.95560,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
21-07-2015,46.70450,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
20-07-2015,47.32330,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
17-07-2015,47.45650,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
16-07-2015,47.50140,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
15-07-2015,47.11690,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
14-07-2015,47.07650,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
13-07-2015,47.01810,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
10-07-2015,46.71610,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
09-07-2015,46.56480,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
08-07-2015,46.50910,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
07-07-2015,47.00030,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
06-07-2015,46.97710,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
03-07-2015,46.92810,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
02-07-2015,46.75000,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
01-07-2015,46.75980,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
30-06-2015,46.49440,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
29-06-2015,46.38770,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
26-06-2015,46.62470,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
25-06-2015,46.63030,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
24-06-2015,46.69830,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
23-06-2015,46.72310,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
22-06-2015,46.71380,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
